CustomerID,OrderID,OrderDate,Age,Gender,Membership,ProductCategory,ProductName,UnitPrice,Quantity,TotalAmount,PaymentMethod,City,ReturnStatus,Courier,DeliveryDays,Discount
16,1016,2024-09-28,,M,Silver,Elettronica,Smartwatch,451,3,1353,PayPal,Bologna,0,Poste,2,10
17,1017,2024-03-16,34.0,M,Basic,Sport,Scarpe Running,157,3,471,Cash,Napoli,1,GLS,4,13
18,1018,2024-11-24,18.0,M,Basic,Casa,Lampada,44,1,44,CreditCard,Roma,0,BRT,2,0
19,1019,2024-09-03,,M,Gold,Casa,Cuscino,86,4,344,Cash,Torino,1,BRT,3,12
20,1020,2024-07-12,58.0,M,Silver,Casa,Coperta,25,2,50,Cash,Roma,0,BRT,3,8
21,1021,2024-08-16,33.0,F,Basic,Sport,Tappetino Yoga,102,4,408,PayPal,Napoli,0,GLS,4,10
22,1022,2024-03-06,18.0,M,Basic,Abbigliamento,Jeans,176,1,176,CreditCard,Napoli,1,GLS,3,7
23,1023,2024-06-19,35.0,M,Basic,Sport,Scarpe Running,66,2,132,CreditCard,Torino,0,Poste,10,1
24,1024,2024-02-13,56.0,M,Basic,Elettronica,Laptop,110,2,220,PayPal,Roma,0,BRT,5,2
25,1025,2024-01-06,66.0,M,Gold,Casa,Coperta,14,1,14,CreditCard,Torino,0,GLS,4,0
26,1026,2024-12-18,32.0,F,Silver,Elettronica,Laptop,278,2,556,CreditCard,Roma,0,GLS,4,7
27,1027,2024-05-16,34.0,F,Basic,Abbigliamento,Giacca,160,1,160,PayPal,Torino,0,BRT,3,5
28,1028,2024-03-30,18.0,F,Basic,Casa,Tappeto,97,2,194,Cash,Milano,0,GLS,3,9
29,1029,2024-07-30,45.0,F,Gold,Casa,Lampada,64,3,192,BankTransfer,Milano,0,GLS,4,6
30,1030,2024-10-25,28.0,F,Basic,Casa,Tappeto,24,2,48,Cash,Milano,0,BRT,4,11
31,1031,2024-09-22,45.0,M,Basic,Casa,Pentola,61,1,61,CreditCard,Torino,1,BRT,2,3
32,1032,2024-06-16,49.0,M,Basic,Sport,Tappetino Yoga,170,3,510,BankTransfer,Torino,0,DHL,2,10
33,1033,2024-12-06,54.0,F,Gold,Libri,Enciclopedia,31,3,93,PayPal,Bologna,0,Poste,6,11
34,1034,2024-02-22,29.0,M,Basic,Libri,Fumetto,40,1,40,CreditCard,Milano,0,GLS,3,6
35,1035,2024-02-09,46.0,M,Silver,Abbigliamento,Scarpe,24,5,120,PayPal,Napoli,1,BRT,2,17
36,1036,2024-04-06,,F,Basic,Elettronica,Laptop,232,2,464,BankTransfer,Torino,0,DHL,2,1
37,1037,2024-03-29,26.0,M,Basic,Libri,Guida,29,3,87,PayPal,Milano,0,GLS,4,11
38,1038,2024-07-02,25.0,F,Basic,Casa,Cuscino,14,2,28,Cash,Roma,1,GLS,3,7
39,1039,2024-07-23,18.0,F,Silver,Casa,Pentola,102,1,102,Cash,Napoli,0,DHL,2,11
40,1040,2024-04-06,,M,Silver,Sport,Borraccia,27,1,27,CreditCard,Milano,0,BRT,5,6
41,1041,2024-02-20,,M,Silver,Libri,Guida,48,1,48,PayPal,Roma,0,Poste,1,8
42,1042,2024-05-31,33.0,M,Basic,Sport,Pallone,156,2,312,PayPal,Napoli,0,BRT,1,5
43,1043,2024-12-23,49.0,F,Basic,Libri,Enciclopedia,8,2,16,CreditCard,Bologna,1,BRT,4,4
44,1044,2024-08-14,27.0,M,Basic,Abbigliamento,Maglione,105,2,210,PayPal,Roma,0,Poste,4,12
45,1045,2024-07-31,18.0,F,Gold,Libri,Fumetto,48,2,96,CreditCard,Napoli,1,BRT,3,3
46,1046,2024-11-11,,M,Silver,Casa,Coperta,94,1,94,CreditCard,Milano,1,GLS,4,6
47,1047,2024-06-22,26.0,F,Silver,Libri,Manuale,44,5,220,BankTransfer,Roma,0,GLS,3,11
48,1048,2024-09-16,60.0,F,Silver,Elettronica,Laptop,149,1,149,PayPal,Milano,0,BRT,3,5
49,1049,2024-07-10,32.0,F,Silver,Libri,Manuale,38,1,38,Cash,Napoli,0,Poste,5,3
50,1050,2024-03-23,48.0,M,Silver,Libri,Guida,49,1,49,Cash,Torino,0,GLS,3,8
51,1051,2024-03-23,43.0,F,Basic,Sport,Manubri,151,2,302,CreditCard,Milano,1,GLS,3,13
52,1052,2024-12-31,26.0,F,Basic,Elettronica,Tablet,73,5,365,CreditCard,Torino,0,GLS,3,10
53,1053,2024-06-30,62.0,M,Silver,Libri,Romanzo,36,1,36,CreditCard,Roma,0,GLS,4,0
54,1054,2024-12-19,48.0,M,Basic,Casa,Pentola,121,2,242,BankTransfer,Bologna,0,GLS,4,10
55,1055,2024-12-10,,M,Gold,Casa,Pentola,10,2,20,CreditCard,Bologna,0,GLS,4,9
56,1056,2024-01-18,,F,Basic,Libri,Enciclopedia,36,1,36,CreditCard,Napoli,0,Poste,5,10
57,1057,2024-03-08,,F,Basic,Elettronica,Cuffie,494,1,494,PayPal,Roma,0,GLS,3,10
58,1058,2024-10-31,39.0,F,Basic,Abbigliamento,Jeans,165,1,165,PayPal,Napoli,1,GLS,2,0
59,1059,2024-05-20,18.0,M,Silver,Libri,Romanzo,46,1,46,PayPal,Milano,0,BRT,2,2
60,1060,2024-02-22,42.0,M,Basic,Abbigliamento,T-shirt,23,2,46,BankTransfer,Bologna,1,Poste,1,3
61,1061,2024-12-18,32.0,F,Basic,Elettronica,Smartwatch,248,1,248,Cash,Torino,1,GLS,4,1
62,1062,2024-03-10,41.0,F,Silver,Libri,Manuale,22,3,66,CreditCard,Bologna,1,BRT,3,8
63,1063,2024-11-03,47.0,F,Gold,Elettronica,Laptop,278,2,556,CreditCard,Roma,0,GLS,2,9
64,1064,2024-10-02,59.0,F,Silver,Sport,Pallone,134,3,402,CreditCard,Milano,1,BRT,4,11
65,1065,2024-10-29,27.0,F,Silver,Abbigliamento,Jeans,31,4,124,CreditCard,Napoli,1,DHL,2,8
66,1066,2024-04-25,58.0,F,Gold,Elettronica,Laptop,414,3,1242,PayPal,Roma,1,DHL,2,16
67,1067,2024-04-20,43.0,F,Basic,Elettronica,Smartwatch,287,1,287,CreditCard,Torino,0,BRT,5,0
68,1068,2024-06-25,54.0,F,Gold,Abbigliamento,T-shirt,20,1,20,CreditCard,Napoli,0,GLS,4,0
69,1069,2024-03-04,52.0,F,Basic,Elettronica,Smartphone,532,1,532,PayPal,Torino,1,Poste,2,3
70,1070,2024-02-18,49.0,F,Basic,Elettronica,Tablet,587,1,587,PayPal,Roma,1,BRT,4,5
71,1071,2024-01-11,22.0,F,Basic,Elettronica,Laptop,518,4,2072,CreditCard,Napoli,1,GLS,4,12
72,1072,2024-04-11,37.0,M,Basic,Abbigliamento,Maglione,151,1,151,BankTransfer,Torino,1,GLS,5,4
73,1073,2024-06-03,,F,Basic,Abbigliamento,Maglione,35,1,35,BankTransfer,Bologna,1,Poste,3,4
74,1074,2024-06-10,24.0,M,Basic,Sport,Manubri,76,2,152,Cash,Napoli,0,DHL,2,10
75,1075,2024-04-14,30.0,M,Basic,Elettronica,Tablet,738,3,2214,BankTransfer,Milano,0,DHL,1,4
76,1076,2024-02-11,47.0,F,Basic,Sport,Tappetino Yoga,118,2,236,PayPal,Milano,0,GLS,4,9
77,1077,2024-08-21,50.0,F,Basic,Abbigliamento,Giacca,196,5,980,PayPal,Roma,1,BRT,2,14
78,1078,2024-07-22,45.0,M,Basic,Sport,Pallone,106,2,212,CreditCard,Bologna,1,DHL,2,6
79,1079,2024-12-19,25.0,M,Basic,Casa,Pentola,46,1,46,CreditCard,Roma,0,BRT,4,1
80,1080,2024-05-01,22.0,M,Gold,Elettronica,Smartwatch,333,1,333,BankTransfer,Bologna,1,BRT,1,0
81,1081,2024-11-09,61.0,M,Gold,Abbigliamento,Scarpe,169,2,338,PayPal,Roma,0,BRT,6,5
82,1082,2024-09-20,42.0,M,Basic,Abbigliamento,Scarpe,127,1,127,PayPal,Roma,0,Poste,6,7
83,1083,2024-07-18,39.0,F,Silver,Libri,Romanzo,21,2,42,BankTransfer,Milano,0,GLS,4,11
84,1084,2024-03-02,36.0,F,Basic,Sport,Scarpe Running,179,1,179,BankTransfer,Milano,0,BRT,1,5
85,1085,2024-01-20,20.0,M,Basic,Casa,Pentola,75,3,225,Cash,Bologna,0,BRT,3,6
86,1086,2024-04-17,47.0,F,Silver,Casa,Coperta,118,3,354,BankTransfer,Milano,0,GLS,6,8
87,1087,2024-02-16,35.0,M,Basic,Sport,Borraccia,47,1,47,Cash,Torino,0,GLS,3,0
88,1088,2024-10-02,35.0,M,Basic,Libri,Enciclopedia,19,2,38,CreditCard,Milano,0,GLS,4,6
89,1089,2024-10-24,52.0,M,Silver,Abbigliamento,Giacca,188,3,564,CreditCard,Bologna,0,GLS,4,10
90,1090,2024-05-19,50.0,F,Silver,Casa,Tappeto,84,2,168,PayPal,Milano,1,DHL,3,10
91,1091,2024-08-16,,M,Basic,Casa,Lampada,132,2,264,CreditCard,Torino,1,DHL,3,6
92,1092,2024-04-28,31.0,M,Basic,Elettronica,Laptop,220,2,440,CreditCard,Napoli,0,BRT,3,10
93,1093,2024-10-15,48.0,M,Basic,Casa,Cuscino,130,2,260,PayPal,Roma,1,DHL,2,11
94,1094,2024-07-27,59.0,M,Basic,Sport,Scarpe Running,68,4,272,CreditCard,Bologna,1,Poste,2,16
95,1095,2024-03-03,21.0,M,Gold,Elettronica,Laptop,478,1,478,BankTransfer,Milano,0,GLS,5,5
96,1096,2024-03-25,25.0,F,Silver,Casa,Cuscino,142,2,284,PayPal,Torino,0,Poste,8,6
97,1097,2024-04-26,21.0,M,Basic,Casa,Pentola,117,1,117,Cash,Bologna,0,GLS,3,0
98,1098,2024-01-13,18.0,M,Silver,Libri,Guida,46,1,46,BankTransfer,Bologna,0,DHL,2,0
99,1099,2024-12-05,39.0,F,Silver,Abbigliamento,Jeans,47,4,188,PayPal,Milano,0,BRT,3,3
100,1100,2024-08-17,48.0,F,Silver,Abbigliamento,Jeans,29,3,87,Cash,Milano,1,GLS,4,10
101,1101,2024-01-10,56.0,M,Silver,Sport,Scarpe Running,117,2,234,BankTransfer,Roma,0,Poste,4,5
102,1102,2024-05-15,54.0,M,Gold,Elettronica,Smartphone,755,2,1510,CreditCard,Roma,0,BRT,5,11
103,1103,2024-09-07,23.0,M,Basic,Casa,Lampada,12,2,24,CreditCard,Milano,0,GLS,3,10
104,1104,2024-08-04,66.0,F,Gold,Abbigliamento,Jeans,94,1,94,BankTransfer,Bologna,0,GLS,4,4
105,1105,2024-02-18,,F,Gold,Abbigliamento,T-shirt,127,4,508,PayPal,Roma,1,Poste,3,6
106,1106,2024-11-23,40.0,M,Silver,Libri,Romanzo,23,2,46,CreditCard,Milano,0,BRT,2,8
107,1107,2024-10-11,32.0,M,Basic,Sport,Borraccia,81,1,81,BankTransfer,Milano,1,GLS,3,0
108,1108,2024-03-19,36.0,M,Basic,Elettronica,Laptop,636,1,636,CreditCard,Roma,0,DHL,3,0
109,1109,2024-08-30,41.0,M,Gold,Elettronica,Smartwatch,200,1,200,PayPal,Napoli,0,GLS,2,5
110,1110,2024-03-19,40.0,F,Silver,Abbigliamento,Scarpe,166,1,166,Cash,Bologna,1,BRT,4,6
111,1111,2024-05-31,38.0,M,Basic,Casa,Lampada,98,3,294,CreditCard,Milano,1,Poste,6,12
112,1112,2024-03-23,40.0,F,Basic,Abbigliamento,Jeans,151,4,604,CreditCard,Torino,0,BRT,3,14
113,1113,2024-11-01,31.0,M,Basic,Abbigliamento,Jeans,188,4,752,CreditCard,Milano,0,Poste,5,5
114,1114,2024-04-23,30.0,M,Basic,Libri,Romanzo,39,1,39,Cash,Roma,1,BRT,4,0
115,1115,2024-08-31,18.0,M,Silver,Libri,Fumetto,12,2,24,PayPal,Torino,0,BRT,5,5
116,1116,2024-10-23,32.0,F,Basic,Elettronica,Smartwatch,351,2,702,CreditCard,Roma,0,BRT,6,0
117,1117,2024-06-05,30.0,M,Silver,Sport,Borraccia,120,1,120,CreditCard,Napoli,1,BRT,1,4
118,1118,2024-09-04,75.0,F,Silver,Elettronica,Laptop,775,1,775,CreditCard,Milano,1,GLS,3,1
119,1119,2024-03-06,,F,Silver,Sport,Pallone,92,1,92,PayPal,Bologna,0,BRT,4,8
120,1120,2024-06-07,,M,Basic,Libri,Fumetto,38,2,76,PayPal,Bologna,1,GLS,4,5
121,1121,2024-01-01,18.0,M,Basic,Sport,Tappetino Yoga,179,1,179,PayPal,Napoli,0,Poste,5,7
122,1122,2024-11-16,18.0,F,Basic,Elettronica,Smartwatch,393,5,1965,PayPal,Torino,0,DHL,2,25
123,1123,2024-07-30,40.0,M,Gold,Libri,Guida,46,1,46,CreditCard,Roma,0,GLS,4,3
124,1124,2024-10-31,23.0,F,Basic,Abbigliamento,Giacca,60,2,120,PayPal,Roma,0,BRT,2,6
125,1125,2024-07-27,38.0,M,Basic,Abbigliamento,T-shirt,39,3,117,CreditCard,Napoli,0,BRT,4,13
126,1126,2024-11-06,32.0,M,Basic,Libri,Guida,41,2,82,CreditCard,Milano,0,BRT,4,1
127,1127,2024-08-15,29.0,F,Basic,Abbigliamento,Maglione,61,1,61,Cash,Torino,0,Poste,6,11
128,1128,2024-04-05,18.0,F,Basic,Abbigliamento,Scarpe,123,2,246,CreditCard,Roma,1,Poste,3,1
129,1129,2024-10-21,20.0,F,Basic,Libri,Enciclopedia,14,2,28,PayPal,Torino,0,GLS,4,4
130,1130,2024-09-22,41.0,M,Basic,Sport,Tappetino Yoga,49,1,49,PayPal,Bologna,0,GLS,4,5
131,1131,2024-05-01,47.0,M,Basic,Casa,Coperta,141,2,282,Cash,Roma,0,DHL,2,3
132,1132,2024-01-04,31.0,F,Basic,Casa,Tappeto,116,3,348,PayPal,Torino,1,Poste,8,12
133,1133,2024-12-31,38.0,M,Basic,Abbigliamento,Maglione,177,3,531,Cash,Bologna,0,Poste,5,13
134,1134,2024-05-02,,F,Silver,Elettronica,Smartwatch,238,4,952,PayPal,Bologna,0,DHL,3,13
135,1135,2024-07-29,60.0,F,Basic,Elettronica,Laptop,797,1,797,CreditCard,Roma,0,BRT,3,6
136,1136,2024-09-13,22.0,F,Basic,Elettronica,Smartwatch,76,1,76,BankTransfer,Roma,0,Poste,6,3
137,1137,2024-09-01,,M,Basic,Elettronica,Smartwatch,472,1,472,CreditCard,Torino,0,Poste,3,5
138,1138,2024-05-01,,F,Silver,Abbigliamento,Scarpe,32,1,32,CreditCard,Torino,0,Poste,4,0
139,1139,2024-09-13,31.0,M,Basic,Abbigliamento,Giacca,164,3,492,BankTransfer,Roma,1,BRT,3,13
140,1140,2024-12-30,37.0,F,Gold,Elettronica,Smartphone,477,3,1431,BankTransfer,Napoli,0,Poste,6,11
141,1141,2024-07-27,37.0,F,Basic,Abbigliamento,Scarpe,17,4,68,BankTransfer,Roma,1,GLS,3,8
142,1142,2024-08-22,,F,Basic,Abbigliamento,Scarpe,63,2,126,PayPal,Milano,1,GLS,2,0
143,1143,2024-01-30,31.0,F,Basic,Elettronica,Smartphone,472,2,944,Cash,Milano,0,BRT,2,3
144,1144,2024-06-06,38.0,F,Silver,Sport,Manubri,43,2,86,PayPal,Napoli,0,GLS,4,9
145,1145,2024-09-12,32.0,M,Silver,Libri,Romanzo,9,5,45,Cash,Roma,1,DHL,2,8
146,1146,2024-11-01,55.0,F,Basic,Casa,Tappeto,117,4,468,Cash,Roma,1,BRT,1,4
147,1147,2024-09-27,31.0,F,Basic,Libri,Fumetto,47,1,47,CreditCard,Napoli,1,BRT,3,2
148,1148,2024-01-19,32.0,F,Basic,Abbigliamento,Jeans,179,1,179,Cash,Milano,1,GLS,2,0
149,1149,2024-12-19,48.0,F,Basic,Abbigliamento,Scarpe,157,2,314,CreditCard,Napoli,1,BRT,4,3
150,1150,2024-05-07,22.0,F,Basic,Casa,Pentola,42,2,84,CreditCard,Napoli,0,BRT,6,4
151,1151,2024-05-18,,F,Basic,Libri,Fumetto,49,2,98,CreditCard,Torino,1,DHL,3,4
152,1152,2024-04-17,18.0,M,Basic,Casa,Pentola,100,1,100,BankTransfer,Milano,0,BRT,4,0
153,1153,2024-09-11,56.0,F,Gold,Abbigliamento,Giacca,67,3,201,Cash,Roma,0,GLS,3,10
154,1154,2024-11-28,34.0,F,Silver,Casa,Cuscino,41,1,41,CreditCard,Bologna,1,BRT,1,1
155,1155,2024-09-20,31.0,M,Basic,Elettronica,Smartwatch,283,1,283,BankTransfer,Torino,1,Poste,7,0
156,1156,2024-05-27,19.0,M,Silver,Casa,Lampada,149,1,149,Cash,Bologna,1,BRT,4,0
157,1157,2024-07-22,38.0,M,Silver,Libri,Fumetto,37,1,37,CreditCard,Milano,1,Poste,4,6
158,1158,2024-08-06,26.0,M,Silver,Libri,Romanzo,43,1,43,BankTransfer,Roma,0,GLS,1,6
159,1159,2024-05-11,30.0,M,Basic,Abbigliamento,Jeans,119,2,238,PayPal,Roma,1,BRT,1,5
160,1160,2024-06-03,57.0,M,Basic,Libri,Fumetto,9,1,9,BankTransfer,Torino,0,Poste,3,7
161,1161,2024-08-12,35.0,M,Silver,Sport,Scarpe Running,138,3,414,CreditCard,Torino,0,GLS,3,11
162,1162,2024-04-12,22.0,M,Basic,Abbigliamento,Jeans,181,4,724,Cash,Bologna,1,GLS,3,13
163,1163,2024-04-29,40.0,F,Silver,Casa,Cuscino,84,2,168,BankTransfer,Milano,1,BRT,2,8
164,1164,2024-02-08,33.0,F,Basic,Abbigliamento,Scarpe,161,2,322,PayPal,Torino,1,Poste,4,8
165,1165,2024-08-10,,M,Basic,Sport,Manubri,125,4,500,PayPal,Roma,0,GLS,4,14
166,1166,2024-01-15,59.0,M,Gold,Abbigliamento,Jeans,122,1,122,PayPal,Milano,0,BRT,4,1
167,1167,2024-06-18,23.0,M,Silver,Sport,Scarpe Running,67,2,134,BankTransfer,Milano,0,DHL,2,13
168,1168,2024-11-10,,M,Silver,Abbigliamento,Jeans,17,2,34,CreditCard,Roma,1,BRT,2,0
169,1169,2024-05-29,39.0,M,Basic,Abbigliamento,Maglione,77,3,231,Cash,Roma,0,BRT,3,8
170,1170,2024-05-11,51.0,M,Gold,Abbigliamento,Giacca,77,2,154,CreditCard,Napoli,0,GLS,4,4
171,1171,2024-11-23,35.0,F,Gold,Abbigliamento,T-shirt,47,2,94,CreditCard,Bologna,1,BRT,2,5
172,1172,2024-01-29,51.0,F,Silver,Libri,Manuale,33,1,33,CreditCard,Roma,0,BRT,8,2
173,1173,2024-05-07,18.0,M,Basic,Abbigliamento,Maglione,72,2,144,PayPal,Bologna,0,GLS,3,8
174,1174,2024-10-11,63.0,M,Silver,Libri,Romanzo,18,1,18,BankTransfer,Roma,0,DHL,1,3
175,1175,2024-03-08,51.0,F,Silver,Libri,Fumetto,33,5,165,Cash,Napoli,0,DHL,2,17
176,1176,2024-02-17,36.0,F,Basic,Casa,Tappeto,139,5,695,CreditCard,Torino,0,BRT,3,24
177,1177,2024-08-07,18.0,F,Silver,Elettronica,Tablet,728,1,728,PayPal,Torino,1,DHL,3,6
178,1178,2024-12-25,48.0,M,Basic,Sport,Manubri,85,2,170,PayPal,Milano,0,BRT,4,7
179,1179,2024-07-31,45.0,F,Basic,Abbigliamento,Jeans,66,1,66,BankTransfer,Bologna,1,Poste,5,5
180,1180,2024-12-17,38.0,F,Basic,Abbigliamento,Jeans,25,1,25,CreditCard,Napoli,1,BRT,1,3
181,1181,2024-07-03,40.0,M,Silver,Libri,Guida,48,1,48,CreditCard,Napoli,0,Poste,3,3
182,1182,2024-02-11,29.0,M,Silver,Abbigliamento,Maglione,84,1,84,CreditCard,Torino,1,Poste,6,1
183,1183,2024-11-04,,M,Basic,Sport,Scarpe Running,122,1,122,CreditCard,Milano,0,DHL,3,4
184,1184,2024-12-23,42.0,M,Gold,Abbigliamento,Maglione,119,1,119,BankTransfer,Torino,1,DHL,1,7
185,1185,2024-05-23,34.0,M,Silver,Libri,Enciclopedia,9,4,36,CreditCard,Napoli,0,BRT,2,19
186,1186,2024-01-28,,M,Basic,Abbigliamento,Jeans,89,2,178,PayPal,Torino,0,GLS,4,4
187,1187,2024-07-28,49.0,F,Basic,Elettronica,Cuffie,138,4,552,CreditCard,Roma,1,Poste,5,12
188,1188,2024-08-20,,F,Silver,Sport,Scarpe Running,159,2,318,Cash,Torino,1,BRT,2,5
189,1189,2024-03-29,25.0,F,Silver,Sport,Pallone,47,1,47,Cash,Roma,1,Poste,5,0
190,1190,2024-12-05,18.0,F,Basic,Abbigliamento,Giacca,182,2,364,BankTransfer,Torino,1,BRT,1,10
191,1191,2024-08-26,,F,Basic,Abbigliamento,Giacca,114,1,114,PayPal,Torino,0,BRT,2,0
192,1192,2024-05-20,,M,Silver,Abbigliamento,T-shirt,114,2,228,CreditCard,Milano,1,GLS,5,4
193,1193,2024-10-10,42.0,F,Gold,Elettronica,Smartwatch,184,1,184,CreditCard,Napoli,1,GLS,2,4
194,1194,2024-01-23,19.0,F,Silver,Abbigliamento,Scarpe,21,1,21,Cash,Milano,0,GLS,3,5
195,1195,2024-12-25,,M,Basic,Libri,Guida,31,2,62,CreditCard,Milano,0,GLS,4,2
196,1196,2024-09-15,54.0,F,Basic,Libri,Guida,46,1,46,PayPal,Bologna,0,GLS,4,1
197,1197,2024-06-26,44.0,M,Basic,Sport,Pallone,179,5,895,CreditCard,Roma,1,DHL,4,15
198,1198,2024-09-20,47.0,M,Silver,Libri,Manuale,30,3,90,PayPal,Napoli,0,BRT,5,10
199,1199,2024-08-20,65.0,F,Silver,Casa,Cuscino,30,1,30,CreditCard,Napoli,1,BRT,5,5
200,1200,2024-06-30,40.0,M,Basic,Elettronica,Cuffie,144,1,144,CreditCard,Milano,0,GLS,3,2
201,1201,2024-09-01,18.0,F,Basic,Abbigliamento,Scarpe,98,1,98,PayPal,Milano,1,Poste,9,9
202,1202,2024-02-01,43.0,F,Basic,Libri,Guida,44,1,44,BankTransfer,Torino,0,Poste,6,9
203,1203,2024-01-05,,M,Basic,Elettronica,Cuffie,138,5,690,Cash,Bologna,0,BRT,2,18
204,1204,2024-01-13,69.0,F,Gold,Abbigliamento,Jeans,129,1,129,PayPal,Torino,0,Poste,3,0
205,1205,2024-10-16,18.0,M,Basic,Sport,Borraccia,112,4,448,Cash,Napoli,0,Poste,8,13
206,1206,2024-07-19,21.0,M,Basic,Abbigliamento,Scarpe,71,1,71,Cash,Torino,0,Poste,4,5
207,1207,2024-07-04,27.0,M,Silver,Elettronica,Laptop,346,2,692,CreditCard,Roma,1,BRT,4,10
208,1208,2024-02-14,22.0,M,Silver,Casa,Pentola,104,1,104,PayPal,Milano,0,BRT,1,0
209,1209,2024-08-01,28.0,M,Basic,Abbigliamento,Maglione,167,2,334,Cash,Roma,1,DHL,2,12
210,1210,2024-07-08,35.0,M,Basic,Abbigliamento,Maglione,158,3,474,PayPal,Napoli,1,DHL,3,8
211,1211,2024-03-28,20.0,F,Silver,Abbigliamento,Maglione,106,1,106,CreditCard,Napoli,0,BRT,3,2
212,1212,2024-10-01,,M,Gold,Elettronica,Laptop,148,1,148,BankTransfer,Milano,0,GLS,2,7
213,1213,2024-11-23,40.0,F,Gold,Abbigliamento,Maglione,170,1,170,CreditCard,Roma,0,BRT,1,3
214,1214,2024-05-06,37.0,F,Basic,Casa,Tappeto,25,2,50,PayPal,Roma,0,GLS,3,8
215,1215,2024-02-22,45.0,M,Silver,Elettronica,Smartwatch,292,1,292,BankTransfer,Torino,0,BRT,2,4
216,1216,2024-08-15,39.0,M,Basic,Sport,Manubri,131,2,262,CreditCard,Bologna,0,BRT,2,6
217,1217,2024-10-29,36.0,M,Silver,Casa,Coperta,149,3,447,BankTransfer,Milano,1,BRT,3,9
218,1218,2024-02-13,60.0,F,Basic,Elettronica,Smartphone,136,5,680,PayPal,Milano,0,DHL,2,15
219,1219,2024-02-29,35.0,M,Basic,Elettronica,Laptop,481,2,962,CreditCard,Roma,0,GLS,5,1
220,1220,2024-09-07,19.0,M,Basic,Abbigliamento,Maglione,196,3,588,BankTransfer,Torino,0,BRT,5,5
221,1221,2024-11-12,44.0,F,Basic,Casa,Cuscino,147,4,588,Cash,Roma,0,GLS,4,15
222,1222,2024-02-25,33.0,M,Basic,Abbigliamento,T-shirt,185,2,370,Cash,Torino,0,GLS,3,2
223,1223,2024-06-18,30.0,M,Basic,Elettronica,Tablet,340,1,340,CreditCard,Napoli,0,GLS,4,3
224,1224,2024-08-12,22.0,F,Basic,Libri,Guida,15,2,30,CreditCard,Bologna,0,GLS,3,10
225,1225,2024-05-08,44.0,M,Silver,Casa,Tappeto,92,1,92,Cash,Napoli,0,GLS,5,0
226,1226,2024-10-01,35.0,F,Gold,Elettronica,Laptop,149,1,149,CreditCard,Napoli,0,BRT,2,0
227,1227,2024-09-14,46.0,M,Silver,Sport,Borraccia,41,3,123,PayPal,Napoli,1,GLS,3,8
228,1228,2024-05-13,34.0,F,Silver,Sport,Borraccia,30,1,30,CreditCard,Napoli,1,DHL,3,4
229,1229,2024-12-14,28.0,M,Basic,Abbigliamento,T-shirt,124,3,372,CreditCard,Roma,1,GLS,3,9
230,1230,2024-10-05,57.0,M,Gold,Abbigliamento,Giacca,191,1,191,PayPal,Bologna,0,DHL,1,1
231,1231,2024-10-26,34.0,F,Basic,Elettronica,Smartwatch,659,3,1977,BankTransfer,Roma,0,BRT,2,3
232,1232,2024-07-10,52.0,F,Gold,Libri,Enciclopedia,13,2,26,CreditCard,Roma,0,BRT,6,8
233,1233,2024-09-21,20.0,F,Basic,Elettronica,Smartphone,435,2,870,PayPal,Milano,0,DHL,2,7
234,1234,2024-10-18,31.0,M,Basic,Abbigliamento,Maglione,137,2,274,PayPal,Roma,1,GLS,4,4
